census_block_2010,feature_type,feature_subtype,year,week,value,feature_id
3000,Beauty Shop,1,33,2015,0,restaurant_violations_rodent_or_trash
3000,Beauty Shop-Braiding,1,21,2017,0,restaurant_violations_rodent_or_trash
3000,Beauty Shop-Nails,1,10,2017,0,restaurant_violations_rodent_or_trash
3000,Beauty Shop-Nails,1,19,2015,0,restaurant_violations_rodent_or_trash
3000,Beauty Shop-Nails,1,41,2015,0,restaurant_violations_rodent_or_trash
3000,Beauty Shop-Nails,1,42,2011,0,restaurant_violations_rodent_or_trash
3000,Beauty Shop-Nails,1,43,2012,0,restaurant_violations_rodent_or_trash
3000,Beauty Shop-Nails,1,46,2015,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,1,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,2,2012,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,2,2016,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,3,2015,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,4,2010,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,4,2013,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,4,2015,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,5,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,5,2015,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,6,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,6,2014,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,6,2015,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,6,2017,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,7,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,8,2014,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,8,2016,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,9,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,13,2012,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,14,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,14,2017,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,16,2016,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,17,2014,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,18,2017,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,21,2010,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,22,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,22,2015,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,24,2010,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,24,2015,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,28,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,29,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,31,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,34,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,34,2013,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,35,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,35,2012,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,36,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,36,2012,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,36,2017,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,37,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,37,2016,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,37,2017,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,38,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,38,2010,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,38,2012,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,38,2015,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,38,2016,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,39,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,39,2013,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,39,2016,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,40,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,40,2010,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,40,2013,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,41,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,42,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,42,2012,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,43,2014,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,43,2016,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,45,2016,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,46,2010,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,46,2016,2,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,47,2014,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,48,2015,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,48,2016,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,2,50,2013,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,2,2012,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,2,2015,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,2,2017,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,3,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,3,2015,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,4,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,4,2015,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,5,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,5,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,5,2013,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,5,2017,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,6,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,6,2014,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,7,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,7,2012,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,8,2014,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,8,2017,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,9,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,9,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,9,2013,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,11,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,13,2015,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,14,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,14,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,14,2014,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,14,2017,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,15,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,15,2012,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,15,2016,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,16,2012,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,16,2015,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,16,2017,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,17,2012,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,19,2013,3,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,19,2016,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,21,2015,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,22,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,22,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,22,2013,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,22,2015,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,23,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,24,2010,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,25,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,26,2014,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,27,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,27,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,28,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,28,2014,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,28,2017,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,29,2010,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,29,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,31,2010,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,32,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,32,2017,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,33,2010,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,34,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,34,2014,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,34,2015,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,34,2016,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,34,2017,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,35,2010,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,35,2015,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,35,2017,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,36,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,36,2011,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,36,2017,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,37,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,37,2013,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,37,2016,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,38,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,38,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,38,2010,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,38,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,38,2012,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,38,2013,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,38,2014,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,38,2015,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,39,2009,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,39,2010,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,39,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,39,2012,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,39,2013,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,39,2015,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,40,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,40,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,40,2013,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,40,2014,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,41,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,41,2015,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,41,2016,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,42,2008,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,42,2012,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,42,2014,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,43,2012,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,43,2015,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,44,2013,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,45,2013,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,45,2014,1,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,45,2016,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,46,2010,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,46,2014,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,46,2016,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,47,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,47,2015,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,48,2011,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,48,2016,0,restaurant_violations_rodent_or_trash
3000,Delicatessen,3,50,2008,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,7,2009,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,8,2008,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,8,2014,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,10,2017,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,11,2014,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,11,2017,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,14,2009,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,15,2012,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,22,2013,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,23,2012,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,23,2015,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,25,2016,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,26,2014,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,30,2009,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,32,2013,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,32,2017,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,34,2014,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,36,2014,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,39,2015,1,restaurant_violations_rodent_or_trash
3000,Food Products,1,40,2015,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,42,2016,1,restaurant_violations_rodent_or_trash
3000,Food Products,1,44,2016,0,restaurant_violations_rodent_or_trash
3000,Food Products,1,50,2015,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,2,2015,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,4,2010,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,4,2017,1,restaurant_violations_rodent_or_trash
3000,Food Products,2,5,2010,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,6,2014,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,7,2012,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,8,2012,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,8,2015,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,9,2009,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,14,2011,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,18,2017,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,29,2011,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,33,2010,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,36,2017,1,restaurant_violations_rodent_or_trash
3000,Food Products,2,38,2015,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,39,2013,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,40,2013,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,41,2008,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,42,2008,0,restaurant_violations_rodent_or_trash
3000,Food Products,2,45,2016,1,restaurant_violations_rodent_or_trash
3000,Food Products,2,46,2016,1,restaurant_violations_rodent_or_trash
3000,Food Products,2,53,2016,0,restaurant_violations_rodent_or_trash
3000,Grocery Store,1,37,2008,0,restaurant_violations_rodent_or_trash
3000,Grocery Store,1,42,2008,0,restaurant_violations_rodent_or_trash
3000,Grocery Store,1,45,2010,0,restaurant_violations_rodent_or_trash
3000,Ice Cream Manufacturer,2,28,2014,0,restaurant_violations_rodent_or_trash
3000,Ice Cream Manufacturer,2,30,2014,0,restaurant_violations_rodent_or_trash
3000,Indoor Pool,1,15,2016,0,restaurant_violations_rodent_or_trash
3000,Indoor Pool,1,22,2014,0,restaurant_violations_rodent_or_trash
3000,Indoor Pool,1,23,2014,0,restaurant_violations_rodent_or_trash
3000,Indoor Pool,1,27,2016,0,restaurant_violations_rodent_or_trash
3000,Indoor Pool,1,28,2016,0,restaurant_violations_rodent_or_trash
3000,Indoor Pool,1,31,2017,0,restaurant_violations_rodent_or_trash
3000,Indoor Pool,2,18,2015,0,restaurant_violations_rodent_or_trash
3000,Indoor Pool,2,19,2015,0,restaurant_violations_rodent_or_trash
3000,Indoor Pool,2,30,2017,0,restaurant_violations_rodent_or_trash
3000,Indoor Pool,2,48,2014,0,restaurant_violations_rodent_or_trash
3000,Massage & Spa Treatment,2,6,2011,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,2,2017,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,9,2017,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,12,2014,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,16,2017,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,17,2017,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,18,2017,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,20,2016,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,22,2014,1,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,22,2017,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,25,2016,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,26,2016,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,30,2016,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,33,2014,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,36,2016,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,37,2014,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,39,2014,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,43,2014,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,46,2013,0,restaurant_violations_rodent_or_trash
3000,Mobile Vending,2,46,2016,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,1,3,2016,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,1,6,2009,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,1,37,2011,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,1,39,2013,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,1,40,2010,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,1,43,2014,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,1,48,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,3,2009,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,4,2009,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,4,2017,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,5,2009,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,6,2009,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,6,2017,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,7,2009,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,8,2014,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,11,2016,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,11,2017,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,12,2017,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,13,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,15,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,17,2013,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,19,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,19,2016,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,20,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,22,2008,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,23,2014,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,26,2014,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,27,2011,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,27,2014,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,28,2014,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,28,2017,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,32,2016,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,35,2012,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,35,2017,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,37,2011,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,38,2009,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,38,2010,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,39,2009,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,39,2013,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,40,2015,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,43,2011,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,45,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,46,2014,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,47,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,48,2012,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,48,2014,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,48,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,2,50,2008,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,1,2009,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,1,2016,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,2,2012,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,2,2015,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,2,2016,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,3,2014,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,3,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,4,2009,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,4,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,5,2009,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,5,2014,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,5,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,5,2016,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,5,2017,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,6,2009,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,6,2012,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,6,2014,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,6,2016,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,7,2012,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,7,2013,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,7,2014,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,8,2013,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,8,2014,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,8,2016,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,9,2011,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,10,2014,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,11,2010,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,11,2011,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,14,2011,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,14,2012,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,14,2016,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,14,2017,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,15,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,15,2016,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,16,2013,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,17,2012,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,17,2014,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,18,2011,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,18,2014,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,18,2017,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,19,2013,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,19,2016,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,20,2016,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,21,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,22,2008,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,22,2016,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,23,2011,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,24,2010,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,25,2008,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,25,2010,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,25,2011,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,26,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,27,2009,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,27,2010,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,27,2016,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,28,2011,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,28,2014,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,29,2009,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,29,2011,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,29,2013,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,30,2009,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,30,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,30,2016,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,32,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,32,2017,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,34,2009,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,34,2013,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,34,2017,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,35,2010,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,35,2012,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,35,2014,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,35,2017,1,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,36,2008,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,36,2015,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,36,2016,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,36,2017,0,restaurant_violations_rodent_or_trash
3000,Restaurant Total,3,37,2011,0,restaurant_violations_rodent_or_trash
