establishment_type,risk_category,year,week,census_block,value,restaurant_inspection_complaints
Delicatessen,3,2012,30,1008,1,restaurant_inspection_complaints
Delicatessen,3,2012,30,1015,1,restaurant_inspection_complaints
Delicatessen,3,2012,30,2000,3,restaurant_inspection_complaints
Delicatessen,3,2012,30,2023,1,restaurant_inspection_complaints
Delicatessen,3,2012,30,5022,1,restaurant_inspection_complaints
Delicatessen,3,2012,31,1015,1,restaurant_inspection_complaints
Delicatessen,3,2012,31,2004,1,restaurant_inspection_complaints
Delicatessen,3,2012,31,3004,1,restaurant_inspection_complaints
Delicatessen,3,2012,33,2006,1,restaurant_inspection_complaints
Delicatessen,3,2012,33,3007,1,restaurant_inspection_complaints
Delicatessen,3,2012,34,1014,1,restaurant_inspection_complaints
Delicatessen,3,2012,34,1015,1,restaurant_inspection_complaints
Delicatessen,3,2012,34,2003,1,restaurant_inspection_complaints
Delicatessen,3,2012,34,2009,1,restaurant_inspection_complaints
Delicatessen,3,2012,35,1024,1,restaurant_inspection_complaints
Delicatessen,3,2012,37,3005,1,restaurant_inspection_complaints
Delicatessen,3,2012,38,1002,1,restaurant_inspection_complaints
Delicatessen,3,2012,38,2004,1,restaurant_inspection_complaints
Delicatessen,3,2012,38,2007,1,restaurant_inspection_complaints
Delicatessen,3,2012,39,2002,1,restaurant_inspection_complaints
Delicatessen,3,2012,39,2004,1,restaurant_inspection_complaints
Delicatessen,3,2012,40,1000,1,restaurant_inspection_complaints
Delicatessen,3,2012,40,1012,1,restaurant_inspection_complaints
Delicatessen,3,2012,40,2005,2,restaurant_inspection_complaints
Delicatessen,3,2012,40,2006,1,restaurant_inspection_complaints
Delicatessen,3,2012,40,3004,1,restaurant_inspection_complaints
Delicatessen,3,2012,41,1001,1,restaurant_inspection_complaints
Delicatessen,3,2012,41,1030,1,restaurant_inspection_complaints
Delicatessen,3,2012,42,2007,1,restaurant_inspection_complaints
Delicatessen,3,2012,43,1012,1,restaurant_inspection_complaints
Delicatessen,3,2012,43,2003,1,restaurant_inspection_complaints
Delicatessen,3,2012,43,4003,1,restaurant_inspection_complaints
Delicatessen,3,2012,45,3005,1,restaurant_inspection_complaints
Delicatessen,3,2012,46,2008,1,restaurant_inspection_complaints
Delicatessen,3,2012,47,1000,1,restaurant_inspection_complaints
Delicatessen,3,2012,47,1013,2,restaurant_inspection_complaints
Delicatessen,3,2012,47,1020,1,restaurant_inspection_complaints
Delicatessen,3,2012,49,1000,1,restaurant_inspection_complaints
Delicatessen,3,2012,50,2008,1,restaurant_inspection_complaints
Delicatessen,3,2012,51,1003,1,restaurant_inspection_complaints
Delicatessen,3,2012,52,2021,1,restaurant_inspection_complaints
Delicatessen,3,2013,1,2000,1,restaurant_inspection_complaints
Delicatessen,3,2013,1,3007,1,restaurant_inspection_complaints
Delicatessen,3,2013,2,1002,1,restaurant_inspection_complaints
Delicatessen,3,2013,2,1013,1,restaurant_inspection_complaints
Delicatessen,3,2013,3,1020,1,restaurant_inspection_complaints
Delicatessen,3,2013,3,2001,1,restaurant_inspection_complaints
Delicatessen,3,2013,3,2004,1,restaurant_inspection_complaints
Delicatessen,3,2013,3,2013,1,restaurant_inspection_complaints
Delicatessen,3,2013,3,3005,3,restaurant_inspection_complaints
Delicatessen,3,2013,4,2002,1,restaurant_inspection_complaints
Delicatessen,3,2013,5,2009,1,restaurant_inspection_complaints
Delicatessen,3,2013,5,2014,1,restaurant_inspection_complaints
Delicatessen,3,2013,5,3000,1,restaurant_inspection_complaints
Delicatessen,3,2013,6,1001,1,restaurant_inspection_complaints
Delicatessen,3,2013,6,1002,1,restaurant_inspection_complaints
Delicatessen,3,2013,6,2023,1,restaurant_inspection_complaints
Delicatessen,3,2013,6,3007,1,restaurant_inspection_complaints
Delicatessen,3,2013,7,1000,1,restaurant_inspection_complaints
Delicatessen,3,2013,7,1003,1,restaurant_inspection_complaints
Delicatessen,3,2013,7,2002,1,restaurant_inspection_complaints
Delicatessen,3,2013,7,3005,1,restaurant_inspection_complaints
Delicatessen,3,2013,8,2003,1,restaurant_inspection_complaints
Delicatessen,3,2013,9,3000,1,restaurant_inspection_complaints
Delicatessen,3,2013,9,3005,1,restaurant_inspection_complaints
Delicatessen,3,2013,10,1003,1,restaurant_inspection_complaints
Delicatessen,3,2013,10,2001,1,restaurant_inspection_complaints
Delicatessen,3,2013,10,2005,1,restaurant_inspection_complaints
Delicatessen,3,2013,10,2007,1,restaurant_inspection_complaints
Delicatessen,3,2013,11,1003,1,restaurant_inspection_complaints
Delicatessen,3,2013,11,1004,1,restaurant_inspection_complaints
Delicatessen,3,2013,11,2002,1,restaurant_inspection_complaints
Delicatessen,3,2013,12,2005,1,restaurant_inspection_complaints
Delicatessen,3,2013,12,3023,1,restaurant_inspection_complaints
Delicatessen,3,2013,13,1005,1,restaurant_inspection_complaints
Delicatessen,3,2013,13,2001,1,restaurant_inspection_complaints
Delicatessen,3,2013,14,1005,1,restaurant_inspection_complaints
Delicatessen,3,2013,14,1014,1,restaurant_inspection_complaints
Delicatessen,3,2013,16,2001,1,restaurant_inspection_complaints
Delicatessen,3,2013,16,2006,1,restaurant_inspection_complaints
Delicatessen,3,2013,17,1000,1,restaurant_inspection_complaints
Delicatessen,3,2013,17,2000,1,restaurant_inspection_complaints
Delicatessen,3,2013,17,2015,1,restaurant_inspection_complaints
Delicatessen,3,2013,17,2023,1,restaurant_inspection_complaints
Delicatessen,3,2013,18,1000,1,restaurant_inspection_complaints
Delicatessen,3,2013,18,1013,1,restaurant_inspection_complaints
Delicatessen,3,2013,18,2003,1,restaurant_inspection_complaints
Delicatessen,3,2013,18,5021,1,restaurant_inspection_complaints
Delicatessen,3,2013,19,1006,1,restaurant_inspection_complaints
Delicatessen,3,2013,20,1000,1,restaurant_inspection_complaints
Delicatessen,3,2013,20,1001,1,restaurant_inspection_complaints
Delicatessen,3,2013,20,1004,1,restaurant_inspection_complaints
Delicatessen,3,2013,20,1006,1,restaurant_inspection_complaints
Delicatessen,3,2013,20,3005,1,restaurant_inspection_complaints
Delicatessen,3,2013,22,1000,1,restaurant_inspection_complaints
Delicatessen,3,2013,22,2000,1,restaurant_inspection_complaints
Delicatessen,3,2013,22,3007,1,restaurant_inspection_complaints
Delicatessen,3,2013,23,2001,1,restaurant_inspection_complaints
Delicatessen,3,2013,23,2009,1,restaurant_inspection_complaints
Delicatessen,3,2013,24,2003,1,restaurant_inspection_complaints
Delicatessen,3,2013,25,1002,1,restaurant_inspection_complaints
Delicatessen,3,2013,25,2023,1,restaurant_inspection_complaints
Delicatessen,3,2013,26,1006,1,restaurant_inspection_complaints
Delicatessen,3,2013,26,1008,1,restaurant_inspection_complaints
Delicatessen,3,2013,26,1013,1,restaurant_inspection_complaints
Delicatessen,3,2013,26,2000,1,restaurant_inspection_complaints
Delicatessen,3,2013,28,1018,1,restaurant_inspection_complaints
Delicatessen,3,2013,29,2013,1,restaurant_inspection_complaints
Delicatessen,3,2013,30,1001,1,restaurant_inspection_complaints
Delicatessen,3,2013,30,1014,1,restaurant_inspection_complaints
Delicatessen,3,2013,30,2003,1,restaurant_inspection_complaints
Delicatessen,3,2013,30,2014,2,restaurant_inspection_complaints
Delicatessen,3,2013,30,3005,1,restaurant_inspection_complaints
Delicatessen,3,2013,31,2004,1,restaurant_inspection_complaints
Delicatessen,3,2013,31,3005,1,restaurant_inspection_complaints
Delicatessen,3,2013,31,4009,1,restaurant_inspection_complaints
Delicatessen,3,2013,32,1003,1,restaurant_inspection_complaints
Delicatessen,3,2013,32,2000,1,restaurant_inspection_complaints
Delicatessen,3,2013,32,2009,1,restaurant_inspection_complaints
Delicatessen,3,2013,32,3005,1,restaurant_inspection_complaints
Delicatessen,3,2013,33,2003,1,restaurant_inspection_complaints
Delicatessen,3,2013,33,3006,1,restaurant_inspection_complaints
Delicatessen,3,2013,34,1001,1,restaurant_inspection_complaints
Delicatessen,3,2013,34,1005,1,restaurant_inspection_complaints
Delicatessen,3,2013,34,1014,1,restaurant_inspection_complaints
Delicatessen,3,2013,34,2034,1,restaurant_inspection_complaints
Delicatessen,3,2013,34,4001,1,restaurant_inspection_complaints
Delicatessen,3,2013,35,1008,1,restaurant_inspection_complaints
Delicatessen,3,2013,35,2014,1,restaurant_inspection_complaints
Delicatessen,3,2013,35,2048,1,restaurant_inspection_complaints
Delicatessen,3,2013,36,1003,1,restaurant_inspection_complaints
Delicatessen,3,2013,36,2002,1,restaurant_inspection_complaints
Delicatessen,3,2013,36,3005,1,restaurant_inspection_complaints
Delicatessen,3,2013,37,2021,1,restaurant_inspection_complaints
Delicatessen,3,2013,37,3005,1,restaurant_inspection_complaints
Delicatessen,3,2013,38,2000,1,restaurant_inspection_complaints
Delicatessen,3,2013,38,3005,1,restaurant_inspection_complaints
Delicatessen,3,2013,39,1000,1,restaurant_inspection_complaints
Delicatessen,3,2013,39,1001,2,restaurant_inspection_complaints
Delicatessen,3,2013,39,1004,1,restaurant_inspection_complaints
Delicatessen,3,2013,39,1018,1,restaurant_inspection_complaints
Delicatessen,3,2013,40,2005,1,restaurant_inspection_complaints
Delicatessen,3,2013,41,1003,1,restaurant_inspection_complaints
Delicatessen,3,2013,41,1013,1,restaurant_inspection_complaints
Delicatessen,3,2013,42,1003,1,restaurant_inspection_complaints
Delicatessen,3,2013,43,1013,1,restaurant_inspection_complaints
Delicatessen,3,2013,44,2040,1,restaurant_inspection_complaints
Delicatessen,3,2013,44,3000,1,restaurant_inspection_complaints
Delicatessen,3,2013,45,1004,1,restaurant_inspection_complaints
Delicatessen,3,2013,45,1010,1,restaurant_inspection_complaints
Delicatessen,3,2013,45,2021,1,restaurant_inspection_complaints
Delicatessen,3,2013,45,3008,1,restaurant_inspection_complaints
Delicatessen,3,2013,46,2001,1,restaurant_inspection_complaints
Delicatessen,3,2013,46,3007,1,restaurant_inspection_complaints
Delicatessen,3,2013,47,3005,1,restaurant_inspection_complaints
Delicatessen,3,2013,48,2023,1,restaurant_inspection_complaints
Delicatessen,3,2013,49,1002,1,restaurant_inspection_complaints
Delicatessen,3,2013,49,1003,1,restaurant_inspection_complaints
Delicatessen,3,2013,49,2001,1,restaurant_inspection_complaints
Delicatessen,3,2013,49,2012,1,restaurant_inspection_complaints
Delicatessen,3,2013,51,1001,1,restaurant_inspection_complaints
Delicatessen,3,2013,51,2001,1,restaurant_inspection_complaints
Delicatessen,3,2013,51,2003,1,restaurant_inspection_complaints
Delicatessen,3,2013,51,4009,1,restaurant_inspection_complaints
Delicatessen,3,2013,52,1008,1,restaurant_inspection_complaints
Delicatessen,3,2013,52,2001,1,restaurant_inspection_complaints
Delicatessen,3,2014,1,1003,1,restaurant_inspection_complaints
Delicatessen,3,2014,3,2002,1,restaurant_inspection_complaints
Delicatessen,3,2014,4,1003,1,restaurant_inspection_complaints
Delicatessen,3,2014,5,1001,1,restaurant_inspection_complaints
Delicatessen,3,2014,5,1003,1,restaurant_inspection_complaints
Delicatessen,3,2014,5,1006,1,restaurant_inspection_complaints
Delicatessen,3,2014,5,1045,1,restaurant_inspection_complaints
Delicatessen,3,2014,7,1005,1,restaurant_inspection_complaints
Delicatessen,3,2014,8,1019,1,restaurant_inspection_complaints
Delicatessen,3,2014,8,2040,1,restaurant_inspection_complaints
Delicatessen,3,2014,9,1001,1,restaurant_inspection_complaints
Delicatessen,3,2014,9,2008,1,restaurant_inspection_complaints
Delicatessen,3,2014,9,3005,1,restaurant_inspection_complaints
Delicatessen,3,2014,10,1013,1,restaurant_inspection_complaints
Delicatessen,3,2014,11,2001,1,restaurant_inspection_complaints
Delicatessen,3,2014,12,3005,1,restaurant_inspection_complaints
Delicatessen,3,2014,13,2000,2,restaurant_inspection_complaints
Delicatessen,3,2014,13,4003,1,restaurant_inspection_complaints
Delicatessen,3,2014,14,1000,1,restaurant_inspection_complaints
Delicatessen,3,2014,14,1004,2,restaurant_inspection_complaints
Delicatessen,3,2014,15,1003,1,restaurant_inspection_complaints
Delicatessen,3,2014,15,3023,1,restaurant_inspection_complaints
Delicatessen,3,2014,16,3023,1,restaurant_inspection_complaints
Delicatessen,3,2014,17,3005,1,restaurant_inspection_complaints
Delicatessen,3,2014,18,1003,2,restaurant_inspection_complaints
Delicatessen,3,2014,18,1018,1,restaurant_inspection_complaints
Delicatessen,3,2014,18,2002,1,restaurant_inspection_complaints
Delicatessen,3,2014,19,1004,1,restaurant_inspection_complaints
Delicatessen,3,2014,19,2003,1,restaurant_inspection_complaints
Delicatessen,3,2014,20,1015,1,restaurant_inspection_complaints
Delicatessen,3,2014,20,2004,1,restaurant_inspection_complaints
Delicatessen,3,2014,21,2005,1,restaurant_inspection_complaints
Delicatessen,3,2014,22,1000,1,restaurant_inspection_complaints
Delicatessen,3,2014,22,1002,1,restaurant_inspection_complaints
Delicatessen,3,2014,23,1003,1,restaurant_inspection_complaints
Delicatessen,3,2014,24,2001,1,restaurant_inspection_complaints
Delicatessen,3,2014,24,3005,1,restaurant_inspection_complaints
Delicatessen,3,2014,24,4002,1,restaurant_inspection_complaints
Delicatessen,3,2014,25,2001,1,restaurant_inspection_complaints
Delicatessen,3,2014,26,1004,1,restaurant_inspection_complaints
Delicatessen,3,2014,26,2010,1,restaurant_inspection_complaints
Delicatessen,3,2014,26,2013,1,restaurant_inspection_complaints
Delicatessen,3,2014,26,3000,1,restaurant_inspection_complaints
Delicatessen,3,2014,26,4009,2,restaurant_inspection_complaints
Delicatessen,3,2014,27,2002,1,restaurant_inspection_complaints
Delicatessen,3,2014,28,4003,1,restaurant_inspection_complaints
Delicatessen,3,2014,29,1002,1,restaurant_inspection_complaints
Delicatessen,3,2014,30,1004,1,restaurant_inspection_complaints
Delicatessen,3,2014,31,1000,1,restaurant_inspection_complaints
Delicatessen,3,2014,31,2002,1,restaurant_inspection_complaints
Delicatessen,3,2014,32,1001,1,restaurant_inspection_complaints
Delicatessen,3,2014,32,1003,2,restaurant_inspection_complaints
Delicatessen,3,2014,32,2008,1,restaurant_inspection_complaints
Delicatessen,3,2014,32,3005,1,restaurant_inspection_complaints
Delicatessen,3,2014,33,1002,1,restaurant_inspection_complaints
Delicatessen,3,2014,33,2003,2,restaurant_inspection_complaints
Delicatessen,3,2014,34,1004,1,restaurant_inspection_complaints
Delicatessen,3,2014,34,1014,1,restaurant_inspection_complaints
Delicatessen,3,2014,34,2001,1,restaurant_inspection_complaints
Delicatessen,3,2014,34,3002,1,restaurant_inspection_complaints
Delicatessen,3,2014,34,3007,1,restaurant_inspection_complaints
Delicatessen,3,2014,35,2040,1,restaurant_inspection_complaints
Delicatessen,3,2014,36,1001,1,restaurant_inspection_complaints
Delicatessen,3,2014,36,2008,1,restaurant_inspection_complaints
Delicatessen,3,2014,37,2006,1,restaurant_inspection_complaints
Delicatessen,3,2014,37,2013,1,restaurant_inspection_complaints
Delicatessen,3,2014,37,3009,1,restaurant_inspection_complaints
Delicatessen,3,2014,38,1000,1,restaurant_inspection_complaints
Delicatessen,3,2014,38,2004,1,restaurant_inspection_complaints
Delicatessen,3,2014,38,2005,1,restaurant_inspection_complaints
Delicatessen,3,2014,39,1006,1,restaurant_inspection_complaints
Delicatessen,3,2014,41,2000,1,restaurant_inspection_complaints
Delicatessen,3,2014,42,1020,1,restaurant_inspection_complaints
Delicatessen,3,2014,42,2001,1,restaurant_inspection_complaints
Delicatessen,3,2014,42,2020,1,restaurant_inspection_complaints
Delicatessen,3,2014,43,4009,1,restaurant_inspection_complaints
Delicatessen,3,2014,44,1003,1,restaurant_inspection_complaints
Delicatessen,3,2014,44,2001,2,restaurant_inspection_complaints
Delicatessen,3,2014,44,4003,1,restaurant_inspection_complaints
Delicatessen,3,2014,45,1000,1,restaurant_inspection_complaints
Delicatessen,3,2014,45,1003,1,restaurant_inspection_complaints
Delicatessen,3,2014,45,3008,1,restaurant_inspection_complaints
Delicatessen,3,2014,46,2003,1,restaurant_inspection_complaints
Delicatessen,3,2014,47,1002,1,restaurant_inspection_complaints
Delicatessen,3,2014,48,1008,1,restaurant_inspection_complaints
Delicatessen,3,2014,50,1007,1,restaurant_inspection_complaints
Delicatessen,3,2014,50,1017,1,restaurant_inspection_complaints
Delicatessen,3,2014,50,2009,1,restaurant_inspection_complaints
Delicatessen,3,2014,51,1000,1,restaurant_inspection_complaints
Delicatessen,3,2014,51,1003,1,restaurant_inspection_complaints
Delicatessen,3,2014,51,2008,1,restaurant_inspection_complaints
Delicatessen,3,2015,1,1001,1,restaurant_inspection_complaints
Delicatessen,3,2015,1,2014,1,restaurant_inspection_complaints
Delicatessen,3,2015,1,2034,1,restaurant_inspection_complaints
Delicatessen,3,2015,1,4018,1,restaurant_inspection_complaints
Delicatessen,3,2015,2,1002,1,restaurant_inspection_complaints
Delicatessen,3,2015,3,1000,1,restaurant_inspection_complaints
Delicatessen,3,2015,3,1007,1,restaurant_inspection_complaints
Delicatessen,3,2015,3,1017,1,restaurant_inspection_complaints
Delicatessen,3,2015,3,2001,1,restaurant_inspection_complaints
Delicatessen,3,2015,3,3005,1,restaurant_inspection_complaints
Delicatessen,3,2015,3,4008,1,restaurant_inspection_complaints
Delicatessen,3,2015,4,2001,1,restaurant_inspection_complaints
Delicatessen,3,2015,4,2008,1,restaurant_inspection_complaints
Delicatessen,3,2015,5,2002,1,restaurant_inspection_complaints
Delicatessen,3,2015,5,2025,1,restaurant_inspection_complaints
Delicatessen,3,2015,6,1014,1,restaurant_inspection_complaints
Delicatessen,3,2015,6,3005,1,restaurant_inspection_complaints
Delicatessen,3,2015,8,1000,1,restaurant_inspection_complaints
Delicatessen,3,2015,8,1006,1,restaurant_inspection_complaints
Delicatessen,3,2015,8,1045,1,restaurant_inspection_complaints
Delicatessen,3,2015,8,2005,1,restaurant_inspection_complaints
Delicatessen,3,2015,8,3005,2,restaurant_inspection_complaints
Delicatessen,3,2015,9,1001,1,restaurant_inspection_complaints
Delicatessen,3,2015,9,2001,1,restaurant_inspection_complaints
Delicatessen,3,2015,9,2014,1,restaurant_inspection_complaints
Delicatessen,3,2015,11,1002,1,restaurant_inspection_complaints
Delicatessen,3,2015,11,1013,2,restaurant_inspection_complaints
Delicatessen,3,2015,12,2000,1,restaurant_inspection_complaints
Delicatessen,3,2015,13,1000,1,restaurant_inspection_complaints
Delicatessen,3,2015,13,1001,1,restaurant_inspection_complaints
Delicatessen,3,2015,13,2001,1,restaurant_inspection_complaints
Delicatessen,3,2015,13,2005,1,restaurant_inspection_complaints
Delicatessen,3,2015,13,2006,1,restaurant_inspection_complaints
Delicatessen,3,2015,13,3000,1,restaurant_inspection_complaints
Delicatessen,3,2015,14,1001,1,restaurant_inspection_complaints
Delicatessen,3,2015,14,3005,1,restaurant_inspection_complaints
Delicatessen,3,2015,15,1001,1,restaurant_inspection_complaints
Delicatessen,3,2015,15,3016,1,restaurant_inspection_complaints
Delicatessen,3,2015,16,1012,1,restaurant_inspection_complaints
Delicatessen,3,2015,16,2004,1,restaurant_inspection_complaints
Delicatessen,3,2015,17,1002,1,restaurant_inspection_complaints
Delicatessen,3,2015,17,1020,2,restaurant_inspection_complaints
Delicatessen,3,2015,17,1043,1,restaurant_inspection_complaints
Delicatessen,3,2015,18,1003,1,restaurant_inspection_complaints
Delicatessen,3,2015,18,1014,1,restaurant_inspection_complaints
Delicatessen,3,2015,18,2001,1,restaurant_inspection_complaints
Delicatessen,3,2015,18,2002,1,restaurant_inspection_complaints
Delicatessen,3,2015,18,2040,1,restaurant_inspection_complaints
Delicatessen,3,2015,19,1001,1,restaurant_inspection_complaints
Delicatessen,3,2015,19,1003,1,restaurant_inspection_complaints
Delicatessen,3,2015,19,3005,1,restaurant_inspection_complaints
Delicatessen,3,2015,20,1003,1,restaurant_inspection_complaints
Delicatessen,3,2015,21,2002,1,restaurant_inspection_complaints
Delicatessen,3,2015,21,2023,1,restaurant_inspection_complaints
Delicatessen,3,2015,22,1013,1,restaurant_inspection_complaints
Delicatessen,3,2015,22,2005,1,restaurant_inspection_complaints
Delicatessen,3,2015,23,1041,1,restaurant_inspection_complaints
Delicatessen,3,2015,23,2025,1,restaurant_inspection_complaints
Delicatessen,3,2015,23,3002,1,restaurant_inspection_complaints
Delicatessen,3,2015,24,1003,1,restaurant_inspection_complaints
Delicatessen,3,2015,24,2003,1,restaurant_inspection_complaints
Delicatessen,3,2015,25,2013,1,restaurant_inspection_complaints
Delicatessen,3,2015,26,1001,1,restaurant_inspection_complaints
Delicatessen,3,2015,26,1003,1,restaurant_inspection_complaints
Delicatessen,3,2015,26,2012,3,restaurant_inspection_complaints
Delicatessen,3,2015,27,1000,1,restaurant_inspection_complaints
Delicatessen,3,2015,29,2014,1,restaurant_inspection_complaints
Delicatessen,3,2015,29,2023,1,restaurant_inspection_complaints
Delicatessen,3,2015,30,1002,1,restaurant_inspection_complaints
Delicatessen,3,2015,30,1003,1,restaurant_inspection_complaints
Delicatessen,3,2015,30,2001,1,restaurant_inspection_complaints
Delicatessen,3,2015,30,2009,1,restaurant_inspection_complaints
Delicatessen,3,2015,30,4009,1,restaurant_inspection_complaints
Delicatessen,3,2015,31,1003,1,restaurant_inspection_complaints
Delicatessen,3,2015,31,1005,1,restaurant_inspection_complaints
Delicatessen,3,2015,31,1014,1,restaurant_inspection_complaints
Delicatessen,3,2015,31,1023,1,restaurant_inspection_complaints
Delicatessen,3,2015,31,2002,1,restaurant_inspection_complaints
Delicatessen,3,2015,31,5003,1,restaurant_inspection_complaints
Delicatessen,3,2015,32,1004,1,restaurant_inspection_complaints
Delicatessen,3,2015,32,3007,1,restaurant_inspection_complaints
Delicatessen,3,2015,33,1002,1,restaurant_inspection_complaints
Delicatessen,3,2015,33,1003,1,restaurant_inspection_complaints
Delicatessen,3,2015,33,2008,1,restaurant_inspection_complaints
Delicatessen,3,2015,33,3005,3,restaurant_inspection_complaints
Delicatessen,3,2015,34,1013,1,restaurant_inspection_complaints
Delicatessen,3,2015,34,1043,1,restaurant_inspection_complaints
Delicatessen,3,2015,35,1000,1,restaurant_inspection_complaints
Delicatessen,3,2015,35,1003,1,restaurant_inspection_complaints
Delicatessen,3,2015,35,3005,1,restaurant_inspection_complaints
Delicatessen,3,2015,36,1001,1,restaurant_inspection_complaints
Delicatessen,3,2015,36,1002,1,restaurant_inspection_complaints
Delicatessen,3,2015,36,1014,1,restaurant_inspection_complaints
Delicatessen,3,2015,36,2008,1,restaurant_inspection_complaints
Delicatessen,3,2015,36,3007,1,restaurant_inspection_complaints
Delicatessen,3,2015,38,2016,1,restaurant_inspection_complaints
Delicatessen,3,2015,38,3005,1,restaurant_inspection_complaints
Delicatessen,3,2015,39,1003,1,restaurant_inspection_complaints
Delicatessen,3,2015,41,5021,1,restaurant_inspection_complaints
Delicatessen,3,2015,42,1000,1,restaurant_inspection_complaints
Delicatessen,3,2015,42,1005,2,restaurant_inspection_complaints
Delicatessen,3,2015,42,1018,1,restaurant_inspection_complaints
Delicatessen,3,2015,42,4006,1,restaurant_inspection_complaints
Delicatessen,3,2015,43,1014,1,restaurant_inspection_complaints
Delicatessen,3,2015,43,3000,1,restaurant_inspection_complaints
Delicatessen,3,2015,44,2001,1,restaurant_inspection_complaints
Delicatessen,3,2015,44,2006,1,restaurant_inspection_complaints
Delicatessen,3,2015,45,1003,1,restaurant_inspection_complaints
Delicatessen,3,2015,45,1004,1,restaurant_inspection_complaints
Delicatessen,3,2015,46,3005,1,restaurant_inspection_complaints
Delicatessen,3,2015,47,2018,1,restaurant_inspection_complaints
Delicatessen,3,2015,47,3000,1,restaurant_inspection_complaints
Delicatessen,3,2015,48,1003,1,restaurant_inspection_complaints
Delicatessen,3,2015,48,1018,1,restaurant_inspection_complaints
Delicatessen,3,2015,49,1000,1,restaurant_inspection_complaints
Delicatessen,3,2015,49,1002,2,restaurant_inspection_complaints
Delicatessen,3,2015,49,1003,1,restaurant_inspection_complaints
Delicatessen,3,2015,49,2002,1,restaurant_inspection_complaints
Delicatessen,3,2015,49,2023,1,restaurant_inspection_complaints
Delicatessen,3,2015,50,1005,1,restaurant_inspection_complaints
Delicatessen,3,2015,50,1017,1,restaurant_inspection_complaints
Delicatessen,3,2015,51,1029,1,restaurant_inspection_complaints
Delicatessen,3,2015,51,2002,1,restaurant_inspection_complaints
Delicatessen,3,2015,52,1010,1,restaurant_inspection_complaints
Delicatessen,3,2016,1,1002,1,restaurant_inspection_complaints
Delicatessen,3,2016,2,1005,1,restaurant_inspection_complaints
Delicatessen,3,2016,2,2005,1,restaurant_inspection_complaints
Delicatessen,3,2016,2,2009,1,restaurant_inspection_complaints
Delicatessen,3,2016,2,3005,1,restaurant_inspection_complaints
Delicatessen,3,2016,3,2008,1,restaurant_inspection_complaints
Delicatessen,3,2016,5,1045,1,restaurant_inspection_complaints
Delicatessen,3,2016,5,2001,1,restaurant_inspection_complaints
Delicatessen,3,2016,5,2009,1,restaurant_inspection_complaints
Delicatessen,3,2016,5,2013,1,restaurant_inspection_complaints
Delicatessen,3,2016,5,2016,1,restaurant_inspection_complaints
Delicatessen,3,2016,5,4008,1,restaurant_inspection_complaints
Delicatessen,3,2016,5,5022,1,restaurant_inspection_complaints
Delicatessen,3,2016,6,1003,1,restaurant_inspection_complaints
Delicatessen,3,2016,6,2014,1,restaurant_inspection_complaints
Delicatessen,3,2016,7,1014,1,restaurant_inspection_complaints
Delicatessen,3,2016,7,3004,1,restaurant_inspection_complaints
Delicatessen,3,2016,7,3005,1,restaurant_inspection_complaints
Delicatessen,3,2016,7,3007,1,restaurant_inspection_complaints
Delicatessen,3,2016,8,1004,1,restaurant_inspection_complaints
Delicatessen,3,2016,8,2005,1,restaurant_inspection_complaints
Delicatessen,3,2016,8,2015,1,restaurant_inspection_complaints
Delicatessen,3,2016,8,3005,1,restaurant_inspection_complaints
Delicatessen,3,2016,9,1002,2,restaurant_inspection_complaints
Delicatessen,3,2016,10,1002,1,restaurant_inspection_complaints
Delicatessen,3,2016,10,1009,1,restaurant_inspection_complaints
Delicatessen,3,2016,10,1045,1,restaurant_inspection_complaints
Delicatessen,3,2016,10,2003,1,restaurant_inspection_complaints
Delicatessen,3,2016,11,1017,1,restaurant_inspection_complaints
Delicatessen,3,2016,11,2002,1,restaurant_inspection_complaints
Delicatessen,3,2016,12,2002,1,restaurant_inspection_complaints
Delicatessen,3,2016,12,2040,1,restaurant_inspection_complaints
Delicatessen,3,2016,13,1004,1,restaurant_inspection_complaints
Delicatessen,3,2016,14,1000,1,restaurant_inspection_complaints
Delicatessen,3,2016,14,1001,1,restaurant_inspection_complaints
Delicatessen,3,2016,14,2001,2,restaurant_inspection_complaints
Delicatessen,3,2016,14,2003,1,restaurant_inspection_complaints
Delicatessen,3,2016,15,2001,2,restaurant_inspection_complaints
Delicatessen,3,2016,16,1001,1,restaurant_inspection_complaints
Delicatessen,3,2016,16,1002,1,restaurant_inspection_complaints
Delicatessen,3,2016,16,1013,1,restaurant_inspection_complaints
Delicatessen,3,2016,17,3016,1,restaurant_inspection_complaints
Delicatessen,3,2016,19,1015,1,restaurant_inspection_complaints
Delicatessen,3,2016,19,2005,1,restaurant_inspection_complaints
Delicatessen,3,2016,19,2009,1,restaurant_inspection_complaints
Delicatessen,3,2016,19,2023,1,restaurant_inspection_complaints
Delicatessen,3,2016,19,3000,1,restaurant_inspection_complaints
Delicatessen,3,2016,19,3005,1,restaurant_inspection_complaints
Delicatessen,3,2016,20,1002,1,restaurant_inspection_complaints
Delicatessen,3,2016,20,1004,1,restaurant_inspection_complaints
Delicatessen,3,2016,21,1009,1,restaurant_inspection_complaints
Delicatessen,3,2016,22,1017,1,restaurant_inspection_complaints
Delicatessen,3,2016,22,1019,1,restaurant_inspection_complaints
Delicatessen,3,2016,24,2006,1,restaurant_inspection_complaints
Delicatessen,3,2016,25,1001,1,restaurant_inspection_complaints
